Timestamp,"MCSS.MB8240
Apparent Power
(kVA)","MCSS.MB8240
Current Avg
(A)","MCSS.MB8240
Power Factor
(%)","MCSS.MB8240
Real Power
(kW)",,,,,
6/22/2020 11:00,"17,612.69",,,"-16,911.69",,,,,
6/22/2020 11:15,"18,139.64",,,"-17,437.16",,,,,
6/22/2020 11:30,"18,670.83",,,"-17,966.48",,,,,
6/22/2020 11:45,"18,706.11",,,"-18,021.25",,,,,
6/22/2020 12:00,"18,401.18",,,"-17,700.72",,,,,
6/22/2020 12:15,"18,995.05",,,"-18,291.46",,,,,
6/22/2020 12:30,"18,905.81",,,"-18,207.88",,,,,
6/22/2020 12:45,"18,925.69",,,"-18,196.92",,,,,
6/22/2020 13:00,"18,811.28",,,"-18,082.72",,,,,
6/22/2020 13:15,"18,862.27",,,"-18,129.20",,,,,
6/22/2020 13:30,"18,946.81",,,"-18,222.58",,,,,
6/22/2020 13:45,"18,978.26",,,"-18,255.27",,,,,
6/22/2020 14:00,"18,956.52",,,"-18,264.22",,,,,
6/22/2020 14:15,"18,918.76",,,"-18,211.51",,,,,
6/22/2020 14:30,"18,948.04",,,"-18,239.97",,,,,
6/22/2020 14:45,"18,766.61",,,"-18,048.88",,,,,
6/22/2020 15:00,"18,584.88",,,"-17,876.48",,,,,
6/22/2020 15:15,"18,127.62",,,"-17,410.96",,,,,
6/22/2020 15:30,"17,502.58",,,"-16,775.79",,,,,
6/22/2020 15:45,"17,223.41",,,"-16,496.62",,,,,
6/22/2020 16:00,"17,922.38",,,"-17,198.09",,,,,
6/22/2020 16:15,"17,757.70",,,"-17,033.26",,,,,
6/22/2020 16:30,"17,368.76",,,"-16,631.19",,,,,
6/22/2020 16:45,"17,718.52",,,"-16,973.49",,,,,
6/22/2020 17:00,"17,267.22",,,"-16,538.20",,,,,
6/22/2020 17:15,"16,022.29",,,"-15,273.04",,,,,
6/22/2020 17:30,"16,396.83",,,"-15,638.46",,,,,
6/22/2020 17:45,"16,508.09",,,"-15,751.06",,,,,
6/22/2020 18:00,"16,264.32",,,"-15,484.96",,,,,
6/22/2020 18:15,"16,199.95",,,"-15,421.43",,,,,
6/22/2020 18:30,"15,924.22",,,"-15,155.79",,,,,
6/22/2020 18:45,"15,528.26",,,"-14,776.02",,,,,
6/22/2020 19:00,"15,899.94",,,"-15,140.85",,,,,
6/22/2020 19:15,"16,298.14",,,"-15,537.09",,,,,
6/22/2020 19:30,"15,871.81",,,"-15,078.64",,,,,
6/22/2020 19:45,"16,034.42",,,"-15,243.25",,,,,
6/22/2020 20:00,"16,351.16",,,"-15,577.14",,,,,
6/22/2020 20:15,"15,842.42",,,"-15,047.37",,,,,
6/22/2020 20:30,"15,325.95",,,"-14,530.37",,,,,
6/22/2020 20:45,"15,529.52",,,"-14,752.16",,,,,
6/22/2020 21:00,"16,481.70",,,"-15,733.21",,,,,
6/22/2020 21:15,"16,753.77",,,"-16,005.76",,,,,
6/22/2020 21:30,"16,325.12",,,"-15,570.35",,,,,
6/22/2020 21:45,"15,464.59",,,"-14,695.90",,,,,
6/22/2020 22:00,"15,273.68",,,"-14,510.18",,,,,
6/22/2020 22:15,"15,238.78",,,"-14,513.10",,,,,
6/22/2020 22:30,"15,277.48",,,"-14,557.31",,,,,
6/22/2020 22:45,"14,958.10",,,"-14,212.37",,,,,
6/22/2020 23:00,"15,355.08",,,"-14,602.81",,,,,
6/22/2020 23:15,"15,119.40",,,"-14,368.49",,,,,
6/22/2020 23:30,"14,902.13",,,"-14,123.08",,,,,
6/22/2020 23:45,"15,461.65",,,"-14,702.64",,,,,
6/23/2020 0:00,"15,591.64",,,"-14,811.21",,,,,
6/23/2020 0:15,"15,304.55",,,"-14,523.23",,,,,
6/23/2020 0:30,"15,051.67",,,"-14,253.27",,,,,
6/23/2020 0:45,"15,070.61",,,"-14,276.17",,,,,
6/23/2020 1:00,"14,713.04",,,"-13,898.25",,,,,
6/23/2020 1:15,"15,058.94",,,"-14,266.21",,,,,
6/23/2020 1:30,"14,816.10",,,"-14,024.21",,,,,
6/23/2020 1:45,"14,844.13",,,"-14,059.70",,,,,
6/23/2020 2:00,"14,685.92",,,"-13,900.03",,,,,
6/23/2020 2:15,"14,359.04",,,"-13,562.96",,,,,
6/23/2020 2:30,"14,584.00",,,"-13,794.85",,,,,
6/23/2020 2:45,"14,342.60",,,"-13,596.47",,,,,
6/23/2020 3:00,"14,565.43",,,"-13,814.71",,,,,
6/23/2020 3:15,"14,580.48",,,"-13,824.03",,,,,
6/23/2020 3:30,"14,420.54",,,"-13,668.50",,,,,
6/23/2020 3:45,"14,391.71",,,"-13,632.58",,,,,
6/23/2020 4:00,"14,427.55",,,"-13,655.76",,,,,
6/23/2020 4:15,"14,390.71",,,"-13,617.33",,,,,
6/23/2020 4:30,"14,345.14",,,"-13,564.55",,,,,
6/23/2020 4:45,"14,233.22",,,"-13,460.97",,,,,
6/23/2020 5:00,"14,232.98",,,"-13,472.50",,,,,
6/23/2020 5:15,"14,822.45",,,"-14,040.17",,,,,
6/23/2020 5:30,"15,251.99",,,"-14,502.63",,,,,
6/23/2020 5:45,"15,659.82",,,"-14,911.79",,,,,
6/23/2020 6:00,"15,171.65",,,"-14,426.94",,,,,
6/23/2020 6:15,"15,145.07",,,"-14,395.44",,,,,
6/23/2020 6:30,"15,471.16",,,"-14,730.00",,,,,
6/23/2020 6:45,"15,965.87",,,"-15,230.95",,,,,
6/23/2020 7:00,"15,504.75",,,"-14,762.08",,,,,
6/23/2020 7:15,"15,441.65",,,"-14,677.18",,,,,
6/23/2020 7:30,"15,557.48",,,"-14,819.57",,,,,
6/23/2020 7:45,"15,964.51",,,"-15,239.45",,,,,
6/23/2020 8:00,"17,097.74",,,"-16,399.01",,,,,
6/23/2020 8:15,"16,767.21",,,"-16,070.09",,,,,
6/23/2020 8:30,"16,664.59",,,"-15,967.05",,,,,
6/23/2020 8:45,"15,994.54",,,"-15,272.02",,,,,
6/23/2020 9:00,"16,039.21",,,"-15,335.38",,,,,
6/23/2020 9:15,"15,984.22",,,"-15,282.76",,,,,
6/23/2020 9:30,"16,840.46",,,"-16,158.48",,,,,
6/23/2020 9:45,"17,551.52",,,"-16,857.47",,,,,
6/23/2020 10:00,"16,859.51",,,"-16,175.36",,,,,
6/23/2020 10:15,"16,790.11",,,"-16,104.18",,,,,
6/23/2020 10:30,"16,560.42",,,"-15,869.50",,,,,
6/23/2020 10:45,"16,880.33",,,"-16,190.72",,,,,
6/23/2020 11:00,"17,734.40",,,"-17,053.74",,,,,
6/23/2020 11:15,"17,936.25",,,"-17,252.00",,,,,
6/23/2020 11:30,"18,035.52",,,"-17,353.53",,,,,
6/23/2020 11:45,"17,630.40",,,"-16,935.29",,,,,
6/23/2020 12:00,"17,126.72",,,"-16,445.38",,,,,
6/23/2020 12:15,"17,098.03",,,"-16,412.71",,,,,
6/23/2020 12:30,"17,965.78",,,"-17,302.09",,,,,
6/23/2020 12:45,"18,326.46",,,"-17,632.36",,,,,
6/23/2020 13:00,"18,018.29",,,"-17,327.24",,,,,
6/23/2020 13:15,"17,728.37",,,"-17,069.10",,,,,
6/23/2020 13:30,"17,482.12",,,"-16,790.12",,,,,
6/23/2020 13:45,"17,097.93",,,"-16,413.74",,,,,
6/23/2020 14:00,"17,675.20",,,"-16,988.61",,,,,
6/23/2020 14:15,"17,854.45",,,"-17,177.38",,,,,
6/23/2020 14:30,"17,854.38",,,"-17,174.51",,,,,
6/23/2020 14:45,"17,464.50",,,"-16,769.89",,,,,
6/23/2020 15:00,"17,452.79",,,"-16,756.58",,,,,
6/23/2020 15:15,"18,241.65",,,"-17,555.49",,,,,
6/23/2020 15:30,"18,224.62",,,"-17,531.33",,,,,
6/23/2020 15:45,"18,320.82",,,"-17,634.53",,,,,
6/23/2020 16:00,"18,189.84",,,"-17,498.46",,,,,
6/23/2020 16:15,"17,724.99",,,"-17,037.79",,,,,
6/23/2020 16:30,"17,806.38",,,"-17,109.64",,,,,
6/23/2020 16:45,"18,351.10",,,"-17,662.04",,,,,
6/23/2020 17:00,"18,298.80",,,"-17,615.38",,,,,
6/23/2020 17:15,"18,442.94",,,"-17,754.32",,,,,
6/23/2020 17:30,"18,015.94",,,"-17,320.58",,,,,
6/23/2020 17:45,"17,526.02",,,"-16,823.74",,,,,
6/23/2020 18:00,"17,812.66",,,"-17,122.08",,,,,
6/23/2020 18:15,"18,044.85",,,"-17,352.91",,,,,
6/23/2020 18:30,"18,143.60",,,"-17,452.03",,,,,
6/23/2020 18:45,"18,529.47",,,"-17,837.15",,,,,
6/23/2020 19:00,"18,404.22",,,"-17,695.99",,,,,
6/23/2020 19:15,"18,047.17",,,"-17,337.00",,,,,
6/23/2020 19:30,"17,852.37",,,"-17,153.84",,,,,
6/23/2020 19:45,"18,030.91",,,"-17,322.89",,,,,
6/23/2020 20:00,"17,827.67",,,"-17,115.38",,,,,
6/23/2020 20:15,"17,315.69",,,"-16,595.24",,,,,
6/23/2020 20:30,"16,757.46",,,"-16,037.96",,,,,
6/23/2020 20:45,"17,046.35",,,"-16,321.55",,,,,
6/23/2020 21:00,"17,088.83",,,"-16,370.94",,,,,
6/23/2020 21:15,"17,143.45",,,"-16,438.78",,,,,
6/23/2020 21:30,"16,455.72",,,"-15,730.43",,,,,
6/23/2020 21:45,"16,410.34",,,"-15,686.36",,,,,
6/23/2020 22:00,"16,573.87",,,"-15,838.99",,,,,
6/23/2020 22:15,"16,118.45",,,"-15,382.68",,,,,
6/23/2020 22:30,"15,822.05",,,"-15,079.53",,,,,
6/23/2020 22:45,"15,678.81",,,"-14,921.97",,,,,
6/23/2020 23:00,"15,773.73",,,"-15,013.74",,,,,
6/23/2020 23:15,"15,840.78",,,"-15,090.35",,,,,
6/23/2020 23:30,"15,573.14",,,"-14,826.00",,,,,
6/23/2020 23:45,"15,458.09",,,"-14,712.60",,,,,
6/24/2020 0:00,"15,225.08",,,"-14,471.45",,,,,
6/24/2020 0:15,"15,107.69",,,"-14,348.09",,,,,
6/24/2020 0:30,"14,703.28",,,"-13,923.26",,,,,
6/24/2020 0:45,"14,957.17",,,"-14,170.72",,,,,
6/24/2020 1:00,"14,939.05",,,"-14,169.90",,,,,
6/24/2020 1:15,"14,773.88",,,"-14,000.86",,,,,
6/24/2020 1:30,"14,608.34",,,"-13,829.17",,,,,
6/24/2020 1:45,"14,549.39",,,"-13,803.30",,,,,
6/24/2020 2:00,"14,642.28",,,"-13,890.43",,,,,
6/24/2020 2:15,"14,545.31",,,"-13,792.20",,,,,
6/24/2020 2:30,"14,502.41",,,"-13,756.58",,,,,
6/24/2020 2:45,"14,462.83",,,"-13,691.43",,,,,
6/24/2020 3:00,"14,381.00",,,"-13,608.20",,,,,
6/24/2020 3:15,"14,465.96",,,"-13,690.96",,,,,
6/24/2020 3:30,"14,555.16",,,"-13,788.05",,,,,
6/24/2020 3:45,"14,454.23",,,"-13,685.31",,,,,
6/24/2020 4:00,"14,632.62",,,"-13,868.68",,,,,
6/24/2020 4:15,"14,487.96",,,"-13,727.22",,,,,
6/24/2020 4:30,"14,484.63",,,"-13,713.13",,,,,
6/24/2020 4:45,"14,546.49",,,"-13,775.34",,,,,
6/24/2020 5:00,"14,433.73",,,"-13,672.98",,,,,
6/24/2020 5:15,"15,164.61",,,"-14,400.93",,,,,
6/24/2020 5:30,"15,392.93",,,"-14,636.23",,,,,
6/24/2020 5:45,"15,235.70",,,"-14,482.82",,,,,
6/24/2020 6:00,"15,212.79",,,"-14,444.68",,,,,
6/24/2020 6:15,"15,272.36",,,"-14,511.75",,,,,
6/24/2020 6:30,"15,472.14",,,"-14,723.13",,,,,
6/24/2020 6:45,"15,389.50",,,"-14,645.94",,,,,
6/24/2020 7:00,"15,708.65",,,"-14,954.87",,,,,
6/24/2020 7:15,"15,818.34",,,"-15,071.52",,,,,
6/24/2020 7:30,"15,767.27",,,"-15,033.01",,,,,
6/24/2020 7:45,"15,995.19",,,"-15,275.16",,,,,
6/24/2020 8:00,"16,030.35",,,"-15,319.60",,,,,
6/24/2020 8:15,"16,169.53",,,"-15,454.88",,,,,
6/24/2020 8:30,"16,284.30",,,"-15,586.15",,,,,
6/24/2020 8:45,"16,470.31",,,"-15,757.35",,,,,
6/24/2020 9:00,"16,226.12",,,"-15,504.20",,,,,
6/24/2020 9:15,"16,550.99",,,"-15,861.19",,,,,
6/24/2020 9:30,"16,769.29",,,"-16,066.54",,,,,
6/24/2020 9:45,"16,586.79",,,"-15,893.45",,,,,
6/24/2020 10:00,"17,474.53",,,"-16,804.23",,,,,
6/24/2020 10:15,"17,848.15",,,"-17,145.78",,,,,
6/24/2020 10:30,"17,323.04",,,"-16,635.09",,,,,
6/24/2020 10:45,"17,264.46",,,"-16,578.39",,,,,
6/24/2020 11:00,"17,773.10",,,"-17,091.46",,,,,
6/24/2020 11:15,"18,546.04",,,"-17,861.02",,,,,
6/24/2020 11:30,"18,188.72",,,"-17,518.78",,,,,
6/24/2020 11:45,"17,983.02",,,"-17,271.35",,,,,
6/24/2020 12:00,"17,295.86",,,"-16,592.49",,,,,
6/24/2020 12:15,"17,668.52",,,"-16,960.36",,,,,
6/24/2020 12:30,"18,001.17",,,"-17,320.53",,,,,
6/24/2020 12:45,"18,253.67",,,"-17,559.68",,,,,
6/24/2020 13:00,"18,193.01",,,"-17,505.53",,,,,
6/24/2020 13:15,"18,056.31",,,"-17,356.74",,,,,
6/24/2020 13:30,"17,948.51",,,"-17,254.15",,,,,
6/24/2020 13:45,"18,009.51",,,"-17,325.07",,,,,
6/24/2020 14:00,"18,089.24",,,"-17,419.05",,,,,
6/24/2020 14:15,"17,847.50",,,"-17,143.23",,,,,
6/24/2020 14:30,"18,238.42",,,"-17,528.39",,,,,
6/24/2020 14:45,"17,693.86",,,"-17,005.27",,,,,
6/24/2020 15:00,"18,151.43",,,"-17,454.55",,,,,
6/24/2020 15:15,"18,792.85",,,"-18,092.17",,,,,
6/24/2020 15:30,"17,687.06",,,"-16,970.66",,,,,
6/24/2020 15:45,"17,568.99",,,"-16,865.41",,,,,
6/24/2020 16:00,"18,037.98",,,"-17,335.50",,,,,
6/24/2020 16:15,"17,359.03",,,"-16,639.67",,,,,
6/24/2020 16:30,"17,016.01",,,"-16,308.69",,,,,
6/24/2020 16:45,"17,032.90",,,"-16,312.75",,,,,
6/24/2020 17:00,"17,866.38",,,"-17,166.90",,,,,
6/24/2020 17:15,"18,173.77",,,"-17,458.67",,,,,
6/24/2020 17:30,"17,952.41",,,"-17,217.98",,,,,
6/24/2020 17:45,"17,134.47",,,"-16,408.69",,,,,
6/24/2020 18:00,"16,811.96",,,"-16,077.36",,,,,
6/24/2020 18:15,"16,957.54",,,"-16,247.75",,,,,
6/24/2020 18:30,"17,779.91",,,"-17,064.15",,,,,
6/24/2020 18:45,"17,741.81",,,"-17,020.15",,,,,
6/24/2020 19:00,"17,523.03",,,"-16,787.37",,,,,
6/24/2020 19:15,"16,769.96",,,"-16,030.03",,,,,
6/24/2020 19:30,"16,779.05",,,"-16,045.82",,,,,
6/24/2020 19:45,"17,114.52",,,"-16,374.15",,,,,
6/24/2020 20:00,"17,729.20",,,"-16,974.78",,,,,
6/24/2020 20:15,"17,029.24",,,"-16,291.91",,,,,
6/24/2020 20:30,"16,742.71",,,"-16,000.05",,,,,
6/24/2020 20:45,"16,565.07",,,"-15,826.92",,,,,
6/24/2020 21:00,"16,738.22",,,"-16,014.16",,,,,
6/24/2020 21:15,"17,160.46",,,"-16,431.70",,,,,
6/24/2020 21:30,"16,947.10",,,"-16,226.02",,,,,
6/24/2020 21:45,"16,353.72",,,"-15,593.21",,,,,
6/24/2020 22:00,"16,585.92",,,"-15,857.02",,,,,
6/24/2020 22:15,"15,962.84",,,"-15,222.12",,,,,
6/24/2020 22:30,"15,569.05",,,"-14,818.18",,,,,
6/24/2020 22:45,"15,865.62",,,"-15,100.88",,,,,
6/24/2020 23:00,"16,106.80",,,"-15,367.08",,,,,
6/24/2020 23:15,"15,764.21",,,"-15,020.88",,,,,
6/24/2020 23:30,"16,089.76",,,"-15,334.70",,,,,
6/24/2020 23:45,"15,351.28",,,"-14,583.76",,,,,
6/25/2020 0:00,"15,251.72",,,"-14,503.56",,,,,
6/25/2020 0:15,"15,247.14",,,"-14,510.58",,,,,
6/25/2020 0:30,"15,360.00",,,"-14,602.52",,,,,
6/25/2020 0:45,"15,041.43",,,"-14,290.17",,,,,
6/25/2020 1:00,"15,070.76",,,"-14,324.39",,,,,
6/25/2020 1:15,"15,126.77",,,"-14,380.75",,,,,
6/25/2020 1:30,"14,718.43",,,"-13,969.10",,,,,
6/25/2020 1:45,"14,784.66",,,"-14,033.31",,,,,
6/25/2020 2:00,"14,729.76",,,"-13,969.04",,,,,
6/25/2020 2:15,"14,888.75",,,"-14,142.93",,,,,
6/25/2020 2:30,"14,785.25",,,"-14,028.45",,,,,
6/25/2020 2:45,"14,804.86",,,"-14,041.67",,,,,
6/25/2020 3:00,"14,726.82",,,"-13,947.78",,,,,
6/25/2020 3:15,"14,928.96",,,"-14,164.39",,,,,
6/25/2020 3:30,"14,692.45",,,"-13,924.13",,,,,
6/25/2020 3:45,"14,788.01",,,"-14,016.46",,,,,
6/25/2020 4:00,"14,798.22",,,"-14,017.88",,,,,
6/25/2020 4:15,"14,656.84",,,"-13,866.79",,,,,
6/25/2020 4:30,"14,768.35",,,"-13,995.69",,,,,
6/25/2020 4:45,"14,570.49",,,"-13,795.14",,,,,
6/25/2020 5:00,"14,678.86",,,"-13,915.88",,,,,
6/25/2020 5:15,"15,342.38",,,"-14,565.37",,,,,
6/25/2020 5:30,"15,718.57",,,"-14,972.58",,,,,
6/25/2020 5:45,"16,060.13",,,"-15,309.27",,,,,
6/25/2020 6:00,"15,280.13",,,"-14,525.59",,,,,
6/25/2020 6:15,"15,550.37",,,"-14,837.54",,,,,
6/25/2020 6:30,"15,848.45",,,"-15,096.62",,,,,
6/25/2020 6:45,"16,015.47",,,"-15,274.28",,,,,
6/25/2020 7:00,"15,853.93",,,"-15,114.33",,,,,
6/25/2020 7:15,"15,926.17",,,"-15,187.59",,,,,
6/25/2020 7:30,"15,666.76",,,"-14,922.76",,,,,
6/25/2020 7:45,"15,911.72",,,"-15,199.22",,,,,
6/25/2020 8:00,"16,540.62",,,"-15,828.86",,,,,
6/25/2020 8:15,"16,236.66",,,"-15,529.29",,,,,
6/25/2020 8:30,"16,159.77",,,"-15,440.66",,,,,
6/25/2020 8:45,"16,374.60",,,"-15,670.93",,,,,
6/25/2020 9:00,"16,534.65",,,"-15,836.14",,,,,
6/25/2020 9:15,"16,327.75",,,"-15,640.87",,,,,
6/25/2020 9:30,"16,814.13",,,"-16,120.87",,,,,
6/25/2020 9:45,"16,983.43",,,"-16,280.23",,,,,
6/25/2020 10:00,"17,084.86",,,"-16,386.62",,,,,
6/25/2020 10:15,"17,495.70",,,"-16,791.41",,,,,
6/25/2020 10:30,"17,574.07",,,"-16,887.25",,,,,
6/25/2020 10:45,"18,132.11",,,"-17,453.42",,,,,
6/25/2020 11:00,"18,091.28",,,"-17,409.04",,,,,
6/25/2020 11:15,"17,756.93",,,"-17,061.76",,,,,
6/25/2020 11:30,"18,016.82",,,"-17,300.46",,,,,
6/25/2020 11:45,"18,079.16",,,"-17,386.51",,,,,
6/25/2020 12:00,"18,018.74",,,"-17,349.54",,,,,
6/25/2020 12:15,"17,991.63",,,"-17,300.97",,,,,
6/25/2020 12:30,"18,237.61",,,"-17,551.55",,,,,
6/25/2020 12:45,"18,204.47",,,"-17,511.04",,,,,
6/25/2020 13:00,"18,177.39",,,"-17,479.42",,,,,
6/25/2020 13:15,"18,292.38",,,"-17,593.78",,,,,
6/25/2020 13:30,"18,223.61",,,"-17,544.86",,,,,
6/25/2020 13:45,"18,043.29",,,"-17,351.70",,,,,
6/25/2020 14:00,"18,331.20",,,"-17,656.32",,,,,
6/25/2020 14:15,"18,818.07",,,"-18,139.49",,,,,
6/25/2020 14:30,"17,870.60",,,"-17,196.20",,,,,
6/25/2020 14:45,"17,854.39",,,"-17,170.78",,,,,
6/25/2020 15:00,"18,356.86",,,"-17,680.48",,,,,
6/25/2020 15:15,"18,263.91",,,"-17,560.34",,,,,
6/25/2020 15:30,"17,819.02",,,"-17,115.61",,,,,
6/25/2020 15:45,"17,840.71",,,"-17,139.80",,,,,
6/25/2020 16:00,"18,621.78",,,"-17,923.83",,,,,
6/25/2020 16:15,"18,927.40",,,"-18,215.94",,,,,
6/25/2020 16:30,"18,309.06",,,"-17,600.66",,,,,
6/25/2020 16:45,"18,640.70",,,"-17,909.10",,,,,
6/25/2020 17:00,"17,822.23",,,"-17,112.71",,,,,
6/25/2020 17:15,"18,009.51",,,"-17,310.34",,,,,
6/25/2020 17:30,"18,201.75",,,"-17,492.59",,,,,
6/25/2020 17:45,"18,086.82",,,"-17,372.94",,,,,
6/25/2020 18:00,"18,078.65",,,"-17,366.54",,,,,
6/25/2020 18:15,"17,931.69",,,"-17,232.50",,,,,
6/25/2020 18:30,"17,648.06",,,"-16,923.90",,,,,
6/25/2020 18:45,"17,510.46",,,"-16,793.39",,,,,
6/25/2020 19:00,"17,510.99",,,"-16,792.28",,,,,
6/25/2020 19:15,"17,663.41",,,"-16,930.68",,,,,
6/25/2020 19:30,"17,786.50",,,"-17,049.34",,,,,
6/25/2020 19:45,"17,721.65",,,"-16,981.58",,,,,
6/25/2020 20:00,"18,040.52",,,"-17,280.23",,,,,
6/25/2020 20:15,"16,810.29",,,"-16,061.09",,,,,
6/25/2020 20:30,"16,821.70",,,"-16,059.21",,,,,
6/25/2020 20:45,"16,728.35",,,"-15,991.09",,,,,
6/25/2020 21:00,"16,755.07",,,"-16,008.98",,,,,
6/25/2020 21:15,"16,455.68",,,"-15,703.86",,,,,
6/25/2020 21:30,"16,363.12",,,"-15,618.69",,,,,
6/25/2020 21:45,"16,236.04",,,"-15,481.59",,,,,
6/25/2020 22:00,"16,264.55",,,"-15,506.66",,,,,
6/25/2020 22:15,"16,006.89",,,"-15,234.35",,,,,
6/25/2020 22:30,"15,614.58",,,"-14,831.60",,,,,
6/25/2020 22:45,"15,691.63",,,"-14,910.69",,,,,
6/25/2020 23:00,"15,873.17",,,"-15,081.92",,,,,
6/25/2020 23:15,"15,641.29",,,"-14,849.35",,,,,
6/25/2020 23:30,"15,562.59",,,"-14,773.36",,,,,
6/25/2020 23:45,"16,129.51",,,"-15,369.84",,,,,
6/26/2020 0:00,"15,993.48",,,"-15,255.23",,,,,
6/26/2020 0:15,"15,116.49",,,"-14,349.57",,,,,
6/26/2020 0:30,"14,951.00",,,"-14,168.87",,,,,
6/26/2020 0:45,"14,981.53",,,"-14,203.75",,,,,
6/26/2020 1:00,"15,440.73",,,"-14,650.84",,,,,
6/26/2020 1:15,"16,408.29",,,"-15,676.97",,,,,
6/26/2020 1:30,"15,791.58",,,"-15,045.64",,,,,
6/26/2020 1:45,"15,466.01",,,"-14,693.86",,,,,
6/26/2020 2:00,"14,844.18",,,"-14,069.34",,,,,
6/26/2020 2:15,"14,850.55",,,"-14,058.42",,,,,
6/26/2020 2:30,"14,692.94",,,"-13,905.40",,,,,
6/26/2020 2:45,"14,935.39",,,"-14,147.40",,,,,
6/26/2020 3:00,"15,861.12",,,"-15,112.32",,,,,
6/26/2020 3:15,"15,467.49",,,"-14,701.17",,,,,
6/26/2020 3:30,"15,066.20",,,"-14,283.31",,,,,
6/26/2020 3:45,"14,653.88",,,"-13,862.24",,,,,
6/26/2020 4:00,"14,649.48",,,"-13,870.98",,,,,
6/26/2020 4:15,"14,685.23",,,"-13,910.53",,,,,
6/26/2020 4:30,"15,088.58",,,"-14,330.69",,,,,
6/26/2020 4:45,"15,404.27",,,"-14,662.30",,,,,
6/26/2020 5:00,"15,135.49",,,"-14,368.27",,,,,
6/26/2020 5:15,"15,272.95",,,"-14,496.56",,,,,
6/26/2020 5:30,"15,748.15",,,"-14,968.47",,,,,
6/26/2020 5:45,"15,653.54",,,"-14,893.32",,,,,
6/26/2020 6:00,"16,240.37",,,"-15,491.34",,,,,
6/26/2020 6:15,"16,181.34",,,"-15,422.29",,,,,
6/26/2020 6:30,"15,992.78",,,"-15,229.03",,,,,
6/26/2020 6:45,"15,759.57",,,"-14,999.18",,,,,
6/26/2020 7:00,"15,639.50",,,"-14,884.67",,,,,
6/26/2020 7:15,"15,677.75",,,"-14,914.33",,,,,
6/26/2020 7:30,"16,385.96",,,"-15,651.64",,,,,
6/26/2020 7:45,"16,529.22",,,"-15,811.55",,,,,
6/26/2020 8:00,"16,503.41",,,"-15,780.09",,,,,
6/26/2020 8:15,"16,530.75",,,"-15,806.61",,,,,
6/26/2020 8:30,"16,529.97",,,"-15,817.88",,,,,
6/26/2020 8:45,"16,626.05",,,"-15,883.96",,,,,
6/26/2020 9:00,"17,300.88",,,"-16,584.59",,,,,
6/26/2020 9:15,"17,239.18",,,"-16,509.07",,,,,
6/26/2020 9:30,"17,039.43",,,"-16,304.29",,,,,
6/26/2020 9:45,"16,649.84",,,"-15,920.11",,,,,
6/26/2020 10:00,"17,123.87",,,"-16,397.87",,,,,
6/26/2020 10:15,"17,665.56",,,"-16,951.56",,,,,
6/26/2020 10:30,"17,870.62",,,"-17,166.40",,,,,
6/26/2020 10:45,"17,797.57",,,"-17,062.22",,,,,
6/26/2020 11:00,"17,298.39",,,"-16,570.98",,,,,
6/26/2020 11:15,"17,059.03",,,"-16,335.79",,,,,
6/26/2020 11:30,"17,235.42",,,"-16,523.74",,,,,
6/26/2020 11:45,"17,816.04",,,"-17,118.65",,,,,
6/26/2020 12:00,"18,158.61",,,"-17,444.16",,,,,
6/26/2020 12:15,"18,405.00",,,"-17,676.60",,,,,
6/26/2020 12:30,"17,971.21",,,"-17,241.00",,,,,
6/26/2020 12:45,"17,811.81",,,"-17,090.39",,,,,
6/26/2020 13:00,"18,016.32",,,"-17,294.96",,,,,
6/26/2020 13:15,"17,962.27",,,"-17,251.05",,,,,
6/26/2020 13:30,"18,042.21",,,"-17,324.86",,,,,
6/26/2020 13:45,"18,081.06",,,"-17,370.79",,,,,
6/26/2020 14:00,"18,576.07",,,"-17,842.13",,,,,
6/26/2020 14:15,"18,046.19",,,"-17,321.14",,,,,
6/26/2020 14:30,"18,305.45",,,"-17,590.97",,,,,
6/26/2020 14:45,"17,788.65",,,"-17,074.87",,,,,
6/26/2020 15:00,"18,147.79",,,"-17,432.10",,,,,
6/26/2020 15:15,"18,185.52",,,"-17,460.65",,,,,
6/26/2020 15:30,"17,553.12",,,"-16,840.48",,,,,
6/26/2020 15:45,"18,338.54",,,"-17,628.21",,,,,
6/26/2020 16:00,"18,228.77",,,"-17,507.87",,,,,
6/26/2020 16:15,"17,233.62",,,"-16,522.51",,,,,
6/26/2020 16:30,"17,639.43",,,"-16,921.66",,,,,
6/26/2020 16:45,"18,437.75",,,"-17,703.61",,,,,
6/26/2020 17:00,"17,520.53",,,"-16,781.16",,,,,
6/26/2020 17:15,"16,465.64",,,"-15,711.78",,,,,
6/26/2020 17:30,"16,419.48",,,"-15,673.16",,,,,
6/26/2020 17:45,"17,419.04",,,"-16,676.28",,,,,
6/26/2020 18:00,"17,146.08",,,"-16,409.56",,,,,
6/26/2020 18:15,"16,788.71",,,"-16,043.48",,,,,
6/26/2020 18:30,"16,456.87",,,"-15,682.50",,,,,
6/26/2020 18:45,"16,584.10",,,"-15,817.50",,,,,
6/26/2020 19:00,"16,667.18",,,"-15,883.17",,,,,
6/26/2020 19:15,"16,247.92",,,"-15,466.42",,,,,
6/26/2020 19:30,"16,488.27",,,"-15,735.06",,,,,
6/26/2020 19:45,"16,124.34",,,"-15,358.21",,,,,
6/26/2020 20:00,"15,545.27",,,"-14,761.88",,,,,
