Timestamp,MCSS.MB8240
6/24/2020 2:45,"-13,691.43"
6/24/2020 3:00,"-13,608.20"
6/24/2020 3:15,"-13,690.96"
6/24/2020 3:30,"-13,788.05"
6/24/2020 3:45,"-13,685.31"
6/24/2020 4:00,"-13,868.68"
6/24/2020 4:15,"-13,727.22"
6/24/2020 4:30,"-13,713.13"
6/24/2020 4:45,"-13,775.34"
6/24/2020 5:00,"-13,672.98"
6/24/2020 5:15,"-14,400.93"
6/24/2020 5:30,"-14,636.23"
6/24/2020 5:45,"-14,482.82"
6/24/2020 6:00,"-14,444.68"
6/24/2020 6:15,"-14,511.75"
6/24/2020 6:30,"-14,723.13"
6/24/2020 6:45,"-14,645.94"
6/24/2020 7:00,"-14,954.87"
6/24/2020 7:15,"-15,071.52"
6/24/2020 7:30,"-15,033.01"
6/24/2020 7:45,"-15,275.16"
6/24/2020 8:00,"-15,319.60"
6/24/2020 8:15,"-15,454.88"
6/24/2020 8:30,"-15,586.15"
6/24/2020 8:45,"-15,757.35"
6/24/2020 9:00,"-15,504.20"
6/24/2020 9:15,"-15,861.19"
6/24/2020 9:30,"-16,066.54"
6/24/2020 9:45,"-15,893.45"
6/24/2020 10:00,"-16,804.23"
6/24/2020 10:15,"-17,145.78"
6/24/2020 10:30,"-16,635.09"
6/24/2020 10:45,"-16,578.39"
6/24/2020 11:00,"-17,091.46"
6/24/2020 11:15,"-17,861.02"
6/24/2020 11:30,"-17,518.78"
6/24/2020 11:45,"-17,271.35"
6/24/2020 12:00,"-16,592.49"
6/24/2020 12:15,"-16,960.36"
6/24/2020 12:30,"-17,320.53"
6/24/2020 12:45,"-17,559.68"
6/24/2020 13:00,"-17,505.53"
6/24/2020 13:15,"-17,356.74"
6/24/2020 13:30,"-17,254.15"
6/24/2020 13:45,"-17,325.07"
6/24/2020 14:00,"-17,419.05"
6/24/2020 14:15,"-17,143.23"
6/24/2020 14:30,"-17,528.39"
6/24/2020 14:45,"-17,005.27"
6/24/2020 15:00,"-17,454.55"
6/24/2020 15:15,"-18,092.17"
6/24/2020 15:30,"-16,970.66"
6/24/2020 15:45,"-16,865.41"
6/24/2020 16:00,"-17,335.50"
6/24/2020 16:15,"-16,639.67"
6/24/2020 16:30,"-16,308.69"
6/24/2020 16:45,"-16,312.75"
6/24/2020 17:00,"-17,166.90"
6/24/2020 17:15,"-17,458.67"
6/24/2020 17:30,"-17,217.98"
6/24/2020 17:45,"-16,408.69"
6/24/2020 18:00,"-16,077.36"
6/24/2020 18:15,"-16,247.75"
6/24/2020 18:30,"-17,064.15"
6/24/2020 18:45,"-17,020.15"
6/24/2020 19:00,"-16,787.37"
6/24/2020 19:15,"-16,030.03"
6/24/2020 19:30,"-16,045.82"
6/24/2020 19:45,"-16,374.15"
6/24/2020 20:00,"-16,974.78"
6/24/2020 20:15,"-16,291.91"
6/24/2020 20:30,"-16,000.05"
6/24/2020 20:45,"-15,826.92"
6/24/2020 21:00,"-16,014.16"
6/24/2020 21:15,"-16,431.70"
6/24/2020 21:30,"-16,226.02"
6/24/2020 21:45,"-15,593.21"
6/24/2020 22:00,"-15,857.02"
6/24/2020 22:15,"-15,222.12"
6/24/2020 22:30,"-14,818.18"
6/24/2020 22:45,"-15,100.88"
6/24/2020 23:00,"-15,367.08"
6/24/2020 23:15,"-15,020.88"
6/24/2020 23:30,"-15,334.70"
6/24/2020 23:45,"-14,583.76"
6/25/2020 0:00,"-14,503.56"
6/25/2020 0:15,"-14,510.58"
6/25/2020 0:30,"-14,602.52"
6/25/2020 0:45,"-14,290.17"
6/25/2020 1:00,"-14,324.39"
6/25/2020 1:15,"-14,380.75"
6/25/2020 1:30,"-13,969.10"
6/25/2020 1:45,"-14,033.31"
6/25/2020 2:00,"-13,969.04"
6/25/2020 2:15,"-14,142.93"
6/25/2020 2:30,"-14,028.45"
6/25/2020 2:45,"-14,041.67"
6/25/2020 3:00,"-13,947.78"
6/25/2020 3:15,"-14,164.39"
6/25/2020 3:30,"-13,924.13"
6/25/2020 3:45,"-14,016.46"
6/25/2020 4:00,"-14,017.88"
6/25/2020 4:15,"-13,866.79"
6/25/2020 4:30,"-13,995.69"
6/25/2020 4:45,"-13,795.14"
6/25/2020 5:00,"-13,915.88"
6/25/2020 5:15,"-14,565.37"
6/25/2020 5:30,"-14,972.58"
6/25/2020 5:45,"-15,309.27"
6/25/2020 6:00,"-14,525.59"
6/25/2020 6:15,"-14,837.54"
6/25/2020 6:30,"-15,096.62"
6/25/2020 6:45,"-15,274.28"
6/25/2020 7:00,"-15,114.33"
6/25/2020 7:15,"-15,187.59"
6/25/2020 7:30,"-14,922.76"
6/25/2020 7:45,"-15,199.22"
6/25/2020 8:00,"-15,828.86"
6/25/2020 8:15,"-15,529.29"
6/25/2020 8:30,"-15,440.66"
6/25/2020 8:45,"-15,670.93"
6/25/2020 9:00,"-15,836.14"
6/25/2020 9:15,"-15,640.87"
6/25/2020 9:30,"-16,120.87"
6/25/2020 9:45,"-16,280.23"
6/25/2020 10:00,"-16,386.62"
6/25/2020 10:15,"-16,791.41"
6/25/2020 10:30,"-16,887.25"
6/25/2020 10:45,"-17,453.42"
6/25/2020 11:00,"-17,409.04"
6/25/2020 11:15,"-17,061.76"
6/25/2020 11:30,"-17,300.46"
6/25/2020 11:45,"-17,386.51"
6/25/2020 12:00,"-17,349.54"
6/25/2020 12:15,"-17,300.97"
6/25/2020 12:30,"-17,551.55"
6/25/2020 12:45,"-17,511.04"
6/25/2020 13:00,"-17,479.42"
6/25/2020 13:15,"-17,593.78"
6/25/2020 13:30,"-17,544.86"
6/25/2020 13:45,"-17,351.70"
6/25/2020 14:00,"-17,656.32"
6/25/2020 14:15,"-18,139.49"
6/25/2020 14:30,"-17,196.20"
6/25/2020 14:45,"-17,170.78"
