Timestamp,"MCSS.MA8240
Apparent Power
(kVA)","MCSS.MA8240
Current Avg
(A)","MCSS.MA8240
Power Factor
(%)","MCSS.MA8240
Real Power
(kW)",,,,,,,,,,,,,,,,,,
9/18/2020 11:15,"3,615.46",163.5,,"-3,575.34",,,,,,,,,,,,,,,,,,
9/18/2020 11:30,"3,571.28",161.59,,"-3,528.50",,,,,,,,,,,,,,,,,,
9/18/2020 11:45,"3,887.31",176.01,,"-3,851.25",,,,,,,,,,,,,,,,,,
9/18/2020 12:00,"3,694.11",167.22,,"-3,657.84",,,,,,,,,,,,,,,,,,
9/18/2020 12:15,"3,760.60",170.28,,"-3,722.49",,,,,,,,,,,,,,,,,,
9/18/2020 12:30,"3,784.03",169.8,,"-3,746.16",,,,,,,,,,,,,,,,,,
9/18/2020 12:45,"3,757.84",168.67,,"-3,718.62",,,,,,,,,,,,,,,,,,
9/18/2020 13:00,"3,773.14",169.48,,"-3,734.61",,,,,,,,,,,,,,,,,,
9/18/2020 13:15,"3,761.62",169.15,,"-3,722.51",,,,,,,,,,,,,,,,,,
9/18/2020 13:30,"3,787.98",170.1,,"-3,751.43",,,,,,,,,,,,,,,,,,
9/18/2020 13:45,"3,755.02",168.75,,"-3,718.28",,,,,,,,,,,,,,,,,,
9/18/2020 14:00,"3,714.59",166.51,,"-3,674.96",,,,,,,,,,,,,,,,,,
9/18/2020 14:15,"3,730.61",167.25,,"-3,691.97",,,,,,,,,,,,,,,,,,
9/18/2020 14:30,"3,778.54",169.34,,"-3,742.77",,,,,,,,,,,,,,,,,,
9/18/2020 14:45,"3,790.36",169.89,,"-3,755.67",,,,,,,,,,,,,,,,,,
9/18/2020 15:00,"3,733.32",167.63,,"-3,694.49",,,,,,,,,,,,,,,,,,
9/18/2020 15:15,"3,677.34",165.4,,"-3,642.24",,,,,,,,,,,,,,,,,,
9/18/2020 15:30,"3,667.44",164.78,,"-3,631.53",,,,,,,,,,,,,,,,,,
9/18/2020 15:45,"3,514.13",157.85,,"-3,475.36",,,,,,,,,,,,,,,,,,
9/18/2020 16:00,"3,770.62",169.37,,"-3,736.60",,,,,,,,,,,,,,,,,,
9/18/2020 16:15,"3,742.73",168.1,,"-3,708.00",,,,,,,,,,,,,,,,,,
9/18/2020 16:30,"3,695.56",165.97,,"-3,659.91",,,,,,,,,,,,,,,,,,
9/18/2020 16:45,"3,738.37",167.82,,"-3,702.15",,,,,,,,,,,,,,,,,,
9/18/2020 17:00,"3,812.28",171.19,,"-3,779.28",,,,,,,,,,,,,,,,,,
9/18/2020 17:15,"3,786.63",169.79,,"-3,751.15",,,,,,,,,,,,,,,,,,
9/18/2020 17:30,"3,773.26",169.1,,"-3,741.61",,,,,,,,,,,,,,,,,,
9/18/2020 17:45,"3,838.44",171.81,,"-3,805.47",,,,,,,,,,,,,,,,,,
9/18/2020 18:00,"3,777.62",168.94,,"-3,744.79",,,,,,,,,,,,,,,,,,
9/18/2020 18:15,"3,818.43",170.57,,"-3,785.33",,,,,,,,,,,,,,,,,,
9/18/2020 18:30,"3,742.95",166.97,,"-3,708.79",,,,,,,,,,,,,,,,,,
9/18/2020 18:45,"3,599.47",160.55,,"-3,562.99",,,,,,,,,,,,,,,,,,
9/18/2020 19:00,"3,590.95",159.99,,"-3,556.60",,,,,,,,,,,,,,,,,,
9/18/2020 19:15,"3,273.33",146.83,,"-3,227.75",,,,,,,,,,,,,,,,,,
9/18/2020 19:30,"3,205.72",143.98,,"-3,160.80",,,,,,,,,,,,,,,,,,
9/18/2020 19:45,"3,169.98",142.38,,"-3,124.74",,,,,,,,,,,,,,,,,,
9/18/2020 20:00,"3,192.22",143.15,,"-3,146.87",,,,,,,,,,,,,,,,,,
9/18/2020 20:15,"3,228.72",144.91,,"-3,183.96",,,,,,,,,,,,,,,,,,
9/18/2020 20:30,"3,258.14",146.21,,"-3,214.69",,,,,,,,,,,,,,,,,,
9/18/2020 20:45,"3,285.04",147.12,,"-3,241.64",,,,,,,,,,,,,,,,,,
9/18/2020 21:00,"3,289.90",147.19,,"-3,244.76",,,,,,,,,,,,,,,,,,
9/18/2020 21:15,"3,361.24",150.25,,"-3,317.88",,,,,,,,,,,,,,,,,,
9/18/2020 21:30,"3,253.91",145.57,,"-3,209.65",,,,,,,,,,,,,,,,,,
9/18/2020 21:45,"3,170.36",141.81,,"-3,122.22",,,,,,,,,,,,,,,,,,
9/18/2020 22:00,"3,149.26",140.57,,"-3,102.03",,,,,,,,,,,,,,,,,,
9/18/2020 22:15,"3,121.46",139.47,,"-3,075.71",,,,,,,,,,,,,,,,,,
9/18/2020 22:30,"3,073.30",137.38,,"-3,022.88",,,,,,,,,,,,,,,,,,
9/18/2020 22:45,"3,061.90",136.79,,"-3,010.30",,,,,,,,,,,,,,,,,,
9/18/2020 23:00,"3,012.62",134.59,,"-2,959.89",,,,,,,,,,,,,,,,,,
9/18/2020 23:15,"3,038.16",135.51,,"-2,986.68",,,,,,,,,,,,,,,,,,
9/18/2020 23:30,"3,064.44",136.54,,"-3,013.34",,,,,,,,,,,,,,,,,,
9/18/2020 23:45,"3,200.72",143.18,,"-3,152.67",,,,,,,,,,,,,,,,,,
9/19/2020 0:00,"3,538.55",158.47,,"-3,497.29",,,,,,,,,,,,,,,,,,
9/19/2020 0:15,"3,909.02",174.7,,"-3,877.34",,,,,,,,,,,,,,,,,,
9/19/2020 0:30,"4,097.64",183.11,,"-4,066.33",,,,,,,,,,,,,,,,,,
9/19/2020 0:45,"4,021.90",179.83,,"-3,989.42",,,,,,,,,,,,,,,,,,
9/19/2020 1:00,"3,986.37",178.08,,"-3,954.30",,,,,,,,,,,,,,,,,,
9/19/2020 1:15,"3,865.69",172.53,,"-3,832.61",,,,,,,,,,,,,,,,,,
9/19/2020 1:30,"3,734.06",166.84,,"-3,699.22",,,,,,,,,,,,,,,,,,
9/19/2020 1:45,"3,708.17",165.58,,"-3,672.48",,,,,,,,,,,,,,,,,,
9/19/2020 2:00,"3,586.48",160.1,,"-3,548.84",,,,,,,,,,,,,,,,,,
9/19/2020 2:15,"3,392.78",151.79,,"-3,349.25",,,,,,,,,,,,,,,,,,
9/19/2020 2:30,"3,239.96",145.12,,"-3,192.58",,,,,,,,,,,,,,,,,,
9/19/2020 2:45,"3,274.07",146.59,,"-3,226.32",,,,,,,,,,,,,,,,,,
9/19/2020 3:00,"3,285.41",147.06,,"-3,239.66",,,,,,,,,,,,,,,,,,
9/19/2020 3:15,"3,283.95",147,,"-3,237.79",,,,,,,,,,,,,,,,,,
9/19/2020 3:30,"3,309.90",148.08,,"-3,264.19",,,,,,,,,,,,,,,,,,
9/19/2020 3:45,"3,267.37",146.18,,"-3,221.55",,,,,,,,,,,,,,,,,,
9/19/2020 4:00,"3,280.78",146.76,,"-3,233.95",,,,,,,,,,,,,,,,,,
9/19/2020 4:15,"3,231.73",144.55,,"-3,184.88",,,,,,,,,,,,,,,,,,
9/19/2020 4:30,"3,217.87",143.99,,"-3,171.04",,,,,,,,,,,,,,,,,,
9/19/2020 4:45,"3,174.86",142.11,,"-3,126.75",,,,,,,,,,,,,,,,,,
9/19/2020 5:00,"3,073.15",137.57,,"-3,023.93",,,,,,,,,,,,,,,,,,
9/19/2020 5:15,"2,972.82",133.1,,"-2,920.17",,,,,,,,,,,,,,,,,,
9/19/2020 5:30,"3,046.88",136.4,,"-2,996.48",,,,,,,,,,,,,,,,,,
9/19/2020 5:45,"3,066.96",137.29,,"-3,016.89",,,,,,,,,,,,,,,,,,
9/19/2020 6:00,"3,035.88",136.01,,"-2,984.04",,,,,,,,,,,,,,,,,,
9/19/2020 6:15,"3,035.05",135.99,,"-2,982.83",,,,,,,,,,,,,,,,,,
9/19/2020 6:30,"3,054.69",136.76,,"-3,003.30",,,,,,,,,,,,,,,,,,
9/19/2020 6:45,"3,028.67",135.55,,"-2,976.17",,,,,,,,,,,,,,,,,,
9/19/2020 7:00,"3,006.17",134.74,,"-2,953.74",,,,,,,,,,,,,,,,,,
9/19/2020 7:15,"2,973.73",133.17,,"-2,919.40",,,,,,,,,,,,,,,,,,
9/19/2020 7:30,"2,997.72",134.19,,"-2,944.74",,,,,,,,,,,,,,,,,,
9/19/2020 7:45,"2,935.07",131.6,,"-2,880.20",,,,,,,,,,,,,,,,,,
9/19/2020 8:00,"2,862.28",128.31,,"-2,807.95",,,,,,,,,,,,,,,,,,
9/19/2020 8:15,"2,765.31",124.12,,"-2,705.80",,,,,,,,,,,,,,,,,,
9/19/2020 8:30,"2,764.66",124.09,,"-2,706.37",,,,,,,,,,,,,,,,,,
9/19/2020 8:45,"2,755.81",123.77,,"-2,697.52",,,,,,,,,,,,,,,,,,
9/19/2020 9:00,"2,787.09",125.25,,"-2,729.11",,,,,,,,,,,,,,,,,,
9/19/2020 9:15,"2,791.40",125.49,,"-2,732.68",,,,,,,,,,,,,,,,,,
9/19/2020 9:30,"2,834.09",127.34,,"-2,778.70",,,,,,,,,,,,,,,,,,
9/19/2020 9:45,"2,875.38",129.26,,"-2,822.20",,,,,,,,,,,,,,,,,,
9/19/2020 10:00,"2,854.13",128.34,,"-2,799.73",,,,,,,,,,,,,,,,,,
9/19/2020 10:15,"2,811.33",126.55,,"-2,755.28",,,,,,,,,,,,,,,,,,
9/19/2020 10:30,"2,833.06",127.45,,"-2,778.69",,,,,,,,,,,,,,,,,,
9/19/2020 10:45,"2,858.03",128.66,,"-2,804.25",,,,,,,,,,,,,,,,,,
9/19/2020 11:00,"2,913.41",131.27,,"-2,859.65",,,,,,,,,,,,,,,,,,
9/19/2020 11:15,"2,959.29",133.25,,"-2,910.34",,,,,,,,,,,,,,,,,,
9/19/2020 11:30,"3,151.04",141.99,,"-3,105.84",,,,,,,,,,,,,,,,,,
9/19/2020 11:45,"3,112.26",140.04,,"-3,067.43",,,,,,,,,,,,,,,,,,
9/19/2020 12:00,"3,180.10",143.32,,"-3,137.50",,,,,,,,,,,,,,,,,,
9/19/2020 12:15,"3,215.41",144.88,,"-3,171.25",,,,,,,,,,,,,,,,,,
9/19/2020 12:30,"3,269.17",147.33,,"-3,226.24",,,,,,,,,,,,,,,,,,
9/19/2020 12:45,"3,298.37",148.65,,"-3,257.13",,,,,,,,,,,,,,,,,,
9/19/2020 13:00,"3,334.22",150.49,,"-3,292.68",,,,,,,,,,,,,,,,,,
9/19/2020 13:15,"3,436.49",154.98,,"-3,401.09",,,,,,,,,,,,,,,,,,
9/19/2020 13:30,"3,477.05",156.95,,"-3,438.43",,,,,,,,,,,,,,,,,,
9/19/2020 13:45,"3,515.54",158.7,,"-3,479.51",,,,,,,,,,,,,,,,,,
9/19/2020 14:00,"3,508.96",158.56,,"-3,473.64",,,,,,,,,,,,,,,,,,
9/19/2020 14:15,"3,499.63",158.05,,"-3,461.63",,,,,,,,,,,,,,,,,,
9/19/2020 14:30,"3,425.94",154.76,,"-3,386.16",,,,,,,,,,,,,,,,,,
9/19/2020 14:45,"3,388.16",153.17,,"-3,347.90",,,,,,,,,,,,,,,,,,
9/19/2020 15:00,"3,410.22",154.13,,"-3,370.87",,,,,,,,,,,,,,,,,,
9/19/2020 15:15,"3,493.67",157.95,,"-3,453.56",,,,,,,,,,,,,,,,,,
9/19/2020 15:30,"3,512.67",158.82,,"-3,474.43",,,,,,,,,,,,,,,,,,
9/19/2020 15:45,"3,459.39",156.36,,"-3,419.23",,,,,,,,,,,,,,,,,,
9/19/2020 16:00,"3,433.39",155.01,,"-3,392.74",,,,,,,,,,,,,,,,,,
9/19/2020 16:15,"3,332.12",150.41,,"-3,290.88",,,,,,,,,,,,,,,,,,
9/19/2020 16:30,"3,233.53",145.94,,"-3,189.23",,,,,,,,,,,,,,,,,,
9/19/2020 16:45,"3,191.72",143.99,,"-3,145.75",,,,,,,,,,,,,,,,,,
9/19/2020 17:00,"3,172.68",143.17,,"-3,126.24",,,,,,,,,,,,,,,,,,
9/19/2020 17:15,"3,185.31",143.71,,"-3,138.44",,,,,,,,,,,,,,,,,,
9/19/2020 17:30,"3,133.59",141.29,,"-3,084.53",,,,,,,,,,,,,,,,,,
9/19/2020 17:45,"3,139.03",141.61,,"-3,089.57",,,,,,,,,,,,,,,,,,
9/19/2020 18:00,"3,153.04",142.12,,"-3,103.60",,,,,,,,,,,,,,,,,,
9/19/2020 18:15,"3,006.19",135.47,,"-2,955.10",,,,,,,,,,,,,,,,,,
9/19/2020 18:30,"3,046.32",137.25,,"-2,997.30",,,,,,,,,,,,,,,,,,
9/19/2020 18:45,"2,980.77",134.19,,"-2,928.71",,,,,,,,,,,,,,,,,,
9/19/2020 19:00,"2,969.72",133.62,,"-2,918.17",,,,,,,,,,,,,,,,,,
9/19/2020 19:15,"3,002.37",135.18,,"-2,951.69",,,,,,,,,,,,,,,,,,
9/19/2020 19:30,"2,987.58",134.53,,"-2,933.08",,,,,,,,,,,,,,,,,,
9/19/2020 19:45,"2,944.65",132.75,,"-2,892.31",,,,,,,,,,,,,,,,,,
9/19/2020 20:00,"2,815.52",126.82,,"-2,757.18",,,,,,,,,,,,,,,,,,
9/19/2020 20:15,"2,776.91",125.03,,"-2,721.15",,,,,,,,,,,,,,,,,,
9/19/2020 20:30,"2,732.70",122.89,,"-2,671.84",,,,,,,,,,,,,,,,,,
9/19/2020 20:45,"2,731.85",122.8,,"-2,672.54",,,,,,,,,,,,,,,,,,
9/19/2020 21:00,"2,740.12",122.99,,"-2,680.41",,,,,,,,,,,,,,,,,,
9/19/2020 21:15,"2,714.23",121.77,,"-2,654.40",,,,,,,,,,,,,,,,,,
9/19/2020 21:30,"2,640.97",118.45,,"-2,576.66",,,,,,,,,,,,,,,,,,
9/19/2020 21:45,"2,722.65",122.26,,"-2,665.70",,,,,,,,,,,,,,,,,,
9/19/2020 22:00,"2,688.24",120.67,,"-2,622.45",,,,,,,,,,,,,,,,,,
9/19/2020 22:15,"2,852.52",127.89,,"-2,795.41",,,,,,,,,,,,,,,,,,
9/19/2020 22:30,"3,085.76",138.21,,"-3,033.57",,,,,,,,,,,,,,,,,,
9/19/2020 22:45,"3,353.86",150.09,,"-3,308.89",,,,,,,,,,,,,,,,,,
9/19/2020 23:00,"3,341.38",149.71,,"-3,298.31",,,,,,,,,,,,,,,,,,
9/19/2020 23:15,"3,187.94",142.89,,"-3,139.54",,,,,,,,,,,,,,,,,,
9/19/2020 23:30,"2,825.41",126.5,,"-2,765.62",,,,,,,,,,,,,,,,,,
9/19/2020 23:45,"2,740.10",122.64,,"-2,678.26",,,,,,,,,,,,,,,,,,
9/20/2020 0:00,"2,713.87",121.43,,"-2,650.19",,,,,,,,,,,,,,,,,,
9/20/2020 0:15,"2,738.68",122.58,,"-2,678.48",,,,,,,,,,,,,,,,,,
9/20/2020 0:30,"2,758.06",123.38,,"-2,697.79",,,,,,,,,,,,,,,,,,
9/20/2020 0:45,"2,778.67",124.31,,"-2,717.42",,,,,,,,,,,,,,,,,,
9/20/2020 1:00,"2,811.11",125.73,,"-2,751.45",,,,,,,,,,,,,,,,,,
9/20/2020 1:15,"2,739.78",122.6,,"-2,678.09",,,,,,,,,,,,,,,,,,
9/20/2020 1:30,"2,753.12",123.14,,"-2,695.12",,,,,,,,,,,,,,,,,,
9/20/2020 1:45,"2,702.16",120.82,,"-2,638.20",,,,,,,,,,,,,,,,,,
9/20/2020 2:00,"2,681.69",120.04,,"-2,617.88",,,,,,,,,,,,,,,,,,
9/20/2020 2:15,"2,593.10",116.02,,"-2,525.19",,,,,,,,,,,,,,,,,,
9/20/2020 2:30,"2,496.58",111.53,,"-2,427.08",,,,,,,,,,,,,,,,,,
9/20/2020 2:45,"2,443.12",109.19,,"-2,370.95",,,,,,,,,,,,,,,,,,
9/20/2020 3:00,"2,430.33",108.55,,"-2,357.43",,,,,,,,,,,,,,,,,,
9/20/2020 3:15,"2,386.91",106.63,,"-2,312.18",,,,,,,,,,,,,,,,,,
9/20/2020 3:30,"2,443.13",109.08,,"-2,372.49",,,,,,,,,,,,,,,,,,
9/20/2020 3:45,"2,812.60",125.65,,"-2,755.37",,,,,,,,,,,,,,,,,,
9/20/2020 4:00,"3,158.24",141.1,,"-3,111.91",,,,,,,,,,,,,,,,,,
9/20/2020 4:15,"3,278.42",146.48,,"-3,235.69",,,,,,,,,,,,,,,,,,
9/20/2020 4:30,"2,982.09",133.23,,"-2,930.82",,,,,,,,,,,,,,,,,,
9/20/2020 4:45,"2,487.78",111.24,,"-2,421.47",,,,,,,,,,,,,,,,,,
9/20/2020 5:00,"2,190.34",97.92,,"-2,108.74",,,,,,,,,,,,,,,,,,
9/20/2020 5:15,"2,016.04",90.14,,"-1,925.03",,,,,,,,,,,,,,,,,,
9/20/2020 5:30,"2,002.51",89.48,,"-1,911.53",,,,,,,,,,,,,,,,,,
9/20/2020 5:45,"2,198.52",98.31,,"-2,119.55",,,,,,,,,,,,,,,,,,
9/20/2020 6:00,"2,522.09",112.72,,"-2,457.52",,,,,,,,,,,,,,,,,,
9/20/2020 6:15,"3,234.29",144.61,,"-3,190.39",,,,,,,,,,,,,,,,,,
9/20/2020 6:30,"3,130.32",140.01,,"-3,083.11",,,,,,,,,,,,,,,,,,
9/20/2020 6:45,"3,081.94",137.86,,"-3,035.22",,,,,,,,,,,,,,,,,,
9/20/2020 7:00,"2,610.11",116.94,,"-2,547.50",,,,,,,,,,,,,,,,,,
9/20/2020 7:15,"2,280.80",102.04,,"-2,206.22",,,,,,,,,,,,,,,,,,
9/20/2020 7:30,"2,014.56",90.05,,"-1,919.32",,,,,,,,,,,,,,,,,,
9/20/2020 7:45,"1,964.60",87.76,,"-1,869.20",,,,,,,,,,,,,,,,,,
9/20/2020 8:00,"2,048.60",91.61,,"-1,962.03",,,,,,,,,,,,,,,,,,
9/20/2020 8:15,"2,250.44",100.75,,"-2,173.80",,,,,,,,,,,,,,,,,,
9/20/2020 8:30,"2,555.40",114.44,,"-2,492.73",,,,,,,,,,,,,,,,,,
9/20/2020 8:45,"3,106.97",139.2,,"-3,059.57",,,,,,,,,,,,,,,,,,
9/20/2020 9:00,"3,146.28",141.1,,"-3,101.43",,,,,,,,,,,,,,,,,,
9/20/2020 9:15,"3,149.68",141.35,,"-3,105.84",,,,,,,,,,,,,,,,,,
9/20/2020 9:30,"2,946.69",132.2,,"-2,897.16",,,,,,,,,,,,,,,,,,
9/20/2020 9:45,"2,601.81",116.74,,"-2,544.30",,,,,,,,,,,,,,,,,,
9/20/2020 10:00,"2,278.19",102.29,,"-2,205.02",,,,,,,,,,,,,,,,,,
9/20/2020 10:15,"2,093.49",93.96,,"-2,012.29",,,,,,,,,,,,,,,,,,
9/20/2020 10:30,"2,316.77",103.93,,"-2,244.44",,,,,,,,,,,,,,,,,,
9/20/2020 10:45,"2,741.25",123.13,,"-2,687.25",,,,,,,,,,,,,,,,,,
9/20/2020 11:00,"3,333.90",149.58,,"-3,294.87",,,,,,,,,,,,,,,,,,
9/20/2020 11:15,"3,697.36",165.96,,"-3,666.07",,,,,,,,,,,,,,,,,,
9/20/2020 11:30,"3,692.02",165.76,,"-3,658.32",,,,,,,,,,,,,,,,,,
9/20/2020 11:45,"3,692.62",165.85,,"-3,661.69",,,,,,,,,,,,,,,,,,
9/20/2020 12:00,"3,579.94",160.83,,"-3,546.72",,,,,,,,,,,,,,,,,,
9/20/2020 12:15,"3,410.32",153.21,,"-3,373.73",,,,,,,,,,,,,,,,,,
9/20/2020 12:30,"3,322.36",149.13,,"-3,282.63",,,,,,,,,,,,,,,,,,
9/20/2020 12:45,"2,996.54",134.59,,"-2,949.39",,,,,,,,,,,,,,,,,,
9/20/2020 13:00,"2,811.94",126.33,,"-2,765.10",,,,,,,,,,,,,,,,,,
9/20/2020 13:15,"2,913.30",130.85,,"-2,869.15",,,,,,,,,,,,,,,,,,
9/20/2020 13:30,"3,194.07",143.47,,"-3,153.40",,,,,,,,,,,,,,,,,,
9/20/2020 13:45,"3,549.09",159.41,,"-3,515.85",,,,,,,,,,,,,,,,,,
9/20/2020 14:00,"3,827.31",172.06,,"-3,799.17",,,,,,,,,,,,,,,,,,
9/20/2020 14:15,"3,798.21",170.81,,"-3,768.32",,,,,,,,,,,,,,,,,,
9/20/2020 14:30,"3,541.20",159.23,,"-3,505.52",,,,,,,,,,,,,,,,,,
9/20/2020 14:45,"3,277.76",147.52,,"-3,236.45",,,,,,,,,,,,,,,,,,
9/20/2020 15:00,"3,193.88",143.89,,"-3,152.68",,,,,,,,,,,,,,,,,,
9/20/2020 15:15,"3,097.03",139.59,,"-3,053.04",,,,,,,,,,,,,,,,,,
9/20/2020 15:30,"3,113.82",140.39,,"-3,068.54",,,,,,,,,,,,,,,,,,
9/20/2020 15:45,"3,165.53",142.72,,"-3,120.05",,,,,,,,,,,,,,,,,,
9/20/2020 16:00,"3,130.24",141.2,,"-3,085.57",,,,,,,,,,,,,,,,,,
9/20/2020 16:15,"3,168.07",142.88,,"-3,125.19",,,,,,,,,,,,,,,,,,
9/20/2020 16:30,"3,144.02",141.81,,"-3,099.10",,,,,,,,,,,,,,,,,,
9/20/2020 16:45,"3,217.41",145.24,,"-3,175.28",,,,,,,,,,,,,,,,,,
9/20/2020 17:00,"3,244.73",146.48,,"-3,201.91",,,,,,,,,,,,,,,,,,
9/20/2020 17:15,"3,236.62",146.11,,"-3,190.92",,,,,,,,,,,,,,,,,,
9/20/2020 17:30,"3,209.54",144.76,,"-3,165.76",,,,,,,,,,,,,,,,,,
9/20/2020 17:45,"3,182.48",143.53,,"-3,137.22",,,,,,,,,,,,,,,,,,
9/20/2020 18:00,"3,215.81",145.03,,"-3,174.25",,,,,,,,,,,,,,,,,,
9/20/2020 18:15,"3,149.36",142.07,,"-3,105.20",,,,,,,,,,,,,,,,,,
9/20/2020 18:30,"3,194.09",143.96,,"-3,149.76",,,,,,,,,,,,,,,,,,
9/20/2020 18:45,"3,217.80",145.03,,"-3,177.54",,,,,,,,,,,,,,,,,,
9/20/2020 19:00,"3,210.00",144.59,,"-3,165.67",,,,,,,,,,,,,,,,,,
9/20/2020 19:15,"3,107.96",140.05,,"-3,060.50",,,,,,,,,,,,,,,,,,
9/20/2020 19:30,"2,950.82",133.03,,"-2,900.90",,,,,,,,,,,,,,,,,,
9/20/2020 19:45,"2,870.21",129.72,,"-2,821.51",,,,,,,,,,,,,,,,,,
9/20/2020 20:00,"2,895.09",130.77,,"-2,845.73",,,,,,,,,,,,,,,,,,
9/20/2020 20:15,"2,809.95",126.8,,"-2,756.98",,,,,,,,,,,,,,,,,,
9/20/2020 20:30,"2,754.42",124.33,,"-2,700.19",,,,,,,,,,,,,,,,,,
9/20/2020 20:45,"2,789.60",125.64,,"-2,735.95",,,,,,,,,,,,,,,,,,
9/20/2020 21:00,"2,798.16",125.87,,"-2,744.06",,,,,,,,,,,,,,,,,,
9/20/2020 21:15,"2,979.22",133.86,,"-2,932.54",,,,,,,,,,,,,,,,,,
9/20/2020 21:30,"3,080.03",138.37,,"-3,033.49",,,,,,,,,,,,,,,,,,
9/20/2020 21:45,"3,039.93",136.48,,"-2,990.82",,,,,,,,,,,,,,,,,,
9/20/2020 22:00,"2,957.68",132.63,,"-2,905.88",,,,,,,,,,,,,,,,,,
9/20/2020 22:15,"2,932.83",131.43,,"-2,880.89",,,,,,,,,,,,,,,,,,
9/20/2020 22:30,"2,605.13",116.75,,"-2,540.51",,,,,,,,,,,,,,,,,,
9/20/2020 22:45,"2,576.08",115.42,,"-2,510.86",,,,,,,,,,,,,,,,,,
9/20/2020 23:00,"2,578.79",115.52,,"-2,515.95",,,,,,,,,,,,,,,,,,
9/20/2020 23:15,"2,813.93",126.1,,"-2,756.59",,,,,,,,,,,,,,,,,,
9/20/2020 23:30,"3,324.76",148.81,,"-3,282.55",,,,,,,,,,,,,,,,,,
9/20/2020 23:45,"3,565.22",159.5,,"-3,528.53",,,,,,,,,,,,,,,,,,
9/21/2020 0:00,"3,462.07",154.88,,"-3,424.03",,,,,,,,,,,,,,,,,,
9/21/2020 0:15,"3,147.83",140.96,,"-3,102.59",,,,,,,,,,,,,,,,,,
9/21/2020 0:30,"2,586.96",115.8,,"-2,523.64",,,,,,,,,,,,,,,,,,
9/21/2020 0:45,"2,266.05",101.46,,"-2,188.43",,,,,,,,,,,,,,,,,,
9/21/2020 1:00,"2,125.98",95.07,,"-2,040.23",,,,,,,,,,,,,,,,,,
9/21/2020 1:15,"2,133.23",95.5,,"-2,048.38",,,,,,,,,,,,,,,,,,
9/21/2020 1:30,"2,343.40",104.82,,"-2,270.26",,,,,,,,,,,,,,,,,,
9/21/2020 1:45,"2,681.50",119.93,,"-2,622.10",,,,,,,,,,,,,,,,,,
9/21/2020 2:00,"3,254.65",145.64,,"-3,209.42",,,,,,,,,,,,,,,,,,
9/21/2020 2:15,"3,206.28",143.44,,"-3,161.34",,,,,,,,,,,,,,,,,,
9/21/2020 2:30,"2,974.54",133.08,,"-2,922.73",,,,,,,,,,,,,,,,,,
9/21/2020 2:45,"2,616.00",117.16,,"-2,551.68",,,,,,,,,,,,,,,,,,
9/21/2020 3:00,"2,338.59",104.68,,"-2,263.40",,,,,,,,,,,,,,,,,,
9/21/2020 3:15,"2,034.88",91.16,,"-1,945.51",,,,,,,,,,,,,,,,,,
9/21/2020 3:30,"2,092.14",93.62,,"-2,000.84",,,,,,,,,,,,,,,,,,
9/21/2020 3:45,"2,341.21",104.82,,"-2,267.43",,,,,,,,,,,,,,,,,,
9/21/2020 4:00,"2,727.69",122.26,,"-2,667.78",,,,,,,,,,,,,,,,,,
9/21/2020 4:15,"3,144.20",140.81,,"-3,099.46",,,,,,,,,,,,,,,,,,
9/21/2020 4:30,"3,155.70",141.37,,"-3,109.54",,,,,,,,,,,,,,,,,,
9/21/2020 4:45,"2,901.72",130.05,,"-2,849.34",,,,,,,,,,,,,,,,,,
9/21/2020 5:00,"2,407.70",108.08,,"-2,336.86",,,,,,,,,,,,,,,,,,
9/21/2020 5:15,"2,135.35",95.8,,"-2,049.11",,,,,,,,,,,,,,,,,,
9/21/2020 5:30,"2,013.50",90.3,,"-1,920.24",,,,,,,,,,,,,,,,,,
9/21/2020 5:45,"2,174.05",97.62,,"-2,089.22",,,,,,,,,,,,,,,,,,
9/21/2020 6:00,"2,506.85",112.63,,"-2,439.28",,,,,,,,,,,,,,,,,,
9/21/2020 6:15,"2,920.79",131.32,,"-2,870.38",,,,,,,,,,,,,,,,,,
9/21/2020 6:30,"3,157.70",142.04,,"-3,111.42",,,,,,,,,,,,,,,,,,
9/21/2020 6:45,"3,002.56",135.2,,"-2,952.34",,,,,,,,,,,,,,,,,,
9/21/2020 7:00,"2,721.01",122.58,,"-2,662.53",,,,,,,,,,,,,,,,,,
9/21/2020 7:15,"2,279.91",102.67,,"-2,201.35",,,,,,,,,,,,,,,,,,
9/21/2020 7:30,"2,088.85",94.21,,"-1,997.35",,,,,,,,,,,,,,,,,,
9/21/2020 7:45,"2,148.91",96.98,,"-2,065.01",,,,,,,,,,,,,,,,,,
9/21/2020 8:00,"2,454.16",110.84,,"-2,386.64",,,,,,,,,,,,,,,,,,
9/21/2020 8:15,"2,852.17",128.87,,"-2,796.32",,,,,,,,,,,,,,,,,,
9/21/2020 8:30,"3,296.10",149.04,,"-3,255.06",,,,,,,,,,,,,,,,,,
9/21/2020 8:45,"3,524.79",159.42,,"-3,488.01",,,,,,,,,,,,,,,,,,
9/21/2020 9:00,"3,207.05",145.11,,"-3,160.69",,,,,,,,,,,,,,,,,,
9/21/2020 9:15,"2,687.29",121.51,,"-2,627.12",,,,,,,,,,,,,,,,,,
9/21/2020 9:30,"2,391.77",108.17,,"-2,327.36",,,,,,,,,,,,,,,,,,
9/21/2020 9:45,"2,368.03",107.13,,"-2,302.38",,,,,,,,,,,,,,,,,,
